한자표기,읽기(히라가나),품사,JLPT레벨
"繫げる","つなげる","名詞","N2"
"蠟燭","ろうそく","名詞","N2"
"あざ笑う","あざわらう","動詞","N1"
"うたた寝","うたたね","名詞","N1"
"おない年","おないどし","形容詞","N1"
"お宮","おみや","名詞","N1"
"お供","おとも","名詞","N1"
"お産","おさん","名詞","N1"
"お使い","おつかい","名詞","N1"
"お手上げ","おてあげ","名詞","N1"
"お世辞","おせじ","名詞","N1"
"かき回す","かきまわす","動詞","N1"
"かみ切る","かみきる","動詞","N1"
"くじ引き","くじびき","名詞","N1"
"しきる·仕切る","しきる","動詞","N1"
"ずぶ濡れ","ずぶぬれ","名詞","N1"
"それ故","それゆえ","名詞","N1"
"たき火","たきび","名詞","N1"
"たどり着く","たどりつく","動詞","N1"
"チャリア","キャリア","名詞","N1"
"ちり取り","ちりとり","名詞","N1"
"にも拘らず","にもかかわらず","助詞","N1"
"ねじ回し","ねじまわし","名詞","N1"
"ばい菌","ばいきん","名詞","N1"
"ひな祭り","ひなまつり","名詞","N1"
"ほうり込む","ほうりこむ","動詞","N1"
"ほうり出す","ほうりだす","動詞","N1"
"まろに","もろに","名詞","N1"
"もてる·持てる","もてる","動詞","N1"
"やり遂げる","やりとげる","動詞","N1"
"やり通す","やりとおす","動詞","N1"
"よそ見","よそみ","名詞","N1"
"われ·我","われ","名詞","N1"
"愛想","あいそう","名詞","N1"
"悪","あく","名詞","N1"
"悪しからず","あしからず","副詞","N1"
"悪どい","あくどい","形容詞","N1"
"悪者","わるもの","名詞","N1"
"圧倒","あっとう","名詞","N1"
"圧迫","あっぱく","名詞","N1"
"圧力","あつりょく","名詞","N1"
"斡旋","あっせん","名詞","N1"
"扱い","あつかい","名詞","N1"
"安っぽい","やすっぽい","形容詞","N1"
"安静","あんせい","名詞","N1"
"暗殺","あんさつ","名詞","N1"
"暗算","あんざん","名詞","N1"
"暗示","あんじ","名詞","N1"
"案じる","あんじる","動詞","N1"
"案の定","あんのじょう","副詞","N1"
"闇·暗","やみ","形容詞","N1"
"依然","いぜん","副詞","N1"
"依頼","いらい","名詞","N1"
"委託","いたく","名詞","N1"
"威力","いりょく","名詞","N1"
"意","い","名詞","N1"
"意気込む","いきごむ","動詞","N1"
"意向","いこう","名詞","N1"
"意図","いと","名詞","N1"
"意地","いじ","名詞","N1"
"意欲","いよく","名詞","N1"
"異","い","名詞","N1"
"異議","いぎ","名詞","N1"
"異見","いけん","名詞","N1"
"異性","いせい","名詞","N1"
"異動","いどう","名詞","N1"
"異論","いろん","名詞","N1"
"移行","いこう","名詞","N1"
"移住","いじゅう","名詞","N1"
"移民","いみん","名詞","N1"
"萎びる","しなびる","動詞","N1"
"衣装","いしょう","名詞","N1"
"衣料","いりょう","名詞","N1"
"衣類","いるい","名詞","N1"
"違える","ちがえる","動詞","N1"
"遺跡","いせき","名詞","N1"
"医院","いいん","名詞","N1"
"育ち","そだち","名詞","N1"
"育成","いくせい","名詞","N1"
"一概に","いちがいに","副詞","N1"
"一括","いっかつ","名詞","N1"
"一気","いっき","名詞","N1"
"一筋","ひとすじ","名詞","N1"
"一見","いっけん","名詞","N1"
"一頃","ひところ","名詞","N1"
"一心","いっしん","名詞","N1"
"一切","いっさい","名詞","N1"
"一先ず","ひとまず","副詞","N1"
"一息","ひといき","名詞","N1"
"一帯","いったい","名詞","N1"
"一同","いちどう","名詞","N1"
"一部分","いちぶぶん","名詞","N1"
"一別","いちべつ","名詞","N1"
"一変","いっぺん","名詞","N1"
"一面","いちめん","名詞","N1"
"一目","いちもく","名詞","N1"
"一様","いちよう","名詞","N1"
"一律","いちりつ","名詞","N1"
"一連","いちれん","名詞","N1"
"稲光","いなびかり","名詞","N1"
"印鑑","いんかん","名詞","N1"
"因って","よって","動詞","N1"
"引きずる","ひきずる","動詞","N1"
"引き下げる","ひきさげる","動詞","N1"
"引き起こす","ひきおこす","動詞","N1"
"引き取る","ひきとる","動詞","N1"
"引き上げる","ひきあげる","動詞","N1"
"引っ搔く","ひっかく","名詞","N1"
"飲み込む","のみこむ","動詞","N1"
"陰気","いんき","名詞","N1"
"隠居","いんきょ","名詞","N1"
"雨具","あまぐ","名詞","N1"
"雨天","うてん","名詞","N1"
"渦","うず","名詞","N1"
"嘘吐き","うそつき","名詞","N1"
"云云","うんぬん","名詞","N1"
"運営","うんえい","名詞","N1"
"運送","うんそう","名詞","N1"
"運搬","うんぱん","名詞","N1"
"運命","うんめい","名詞","N1"
"運輸","うんゆ","名詞","N1"
"運用","うんよう","名詞","N1"
"営む","いとなむ","動詞","N1"
"映える","はえる","動詞","N1"
"映写","えいしゃ","名詞","N1"
"映像","えいぞう","名詞","N1"
"栄える","さかえる","動詞","N1"
"英字","えいじ","名詞","N1"
"英雄","えいゆう","名詞","N1"
"液","えき","名詞","N1"
"閲覧","えつらん","名詞","N1"
"円ら","つぶら","名詞","N1"
"円滑","えんかつ","名詞","N1"
"円満","えんまん","名詞","N1"
"延いては","ひいては","名詞","N1"
"延べ","のべ","名詞","N1"
"沿う","そう","動詞","N1"
"沿岸","えんがん","名詞","N1"
"沿線","えんせん","名詞","N1"
"演ずる","えんずる","動詞","N1"
"演出","えんしゅつ","名詞","N1"
"煙たい","けむたい","形容詞","N1"
"煙る","けむる","動詞","N1"
"縁がわ·縁側","えんがわ","名詞","N1"
"縁談","えんだん","名詞","N1"
"遠ざかる","とおざかる","動詞","N1"
"遠方","えんぽう","名詞","N1"
"鉛","なまり","名詞","N1"
"於いて","おいて","動詞","N1"
"汚らわしい","けがらわしい","形容詞","N1"
"汚れ","よごれ","名詞","N1"
"往診","おうしん","名詞","N1"
"応急","おうきゅう","名詞","N1"
"押さえる","おさえる","動詞","N1"
"押し寄せる","おしよせる","動詞","N1"
"押し込む","おしこむ","動詞","N1"
"押し切る","おしきる","動詞","N1"
"横綱","よこづな","名詞","N1"
"黄金","おうごん","名詞","N1"
"屋敷","やしき","名詞","N1"
"臆病","おくびょう","名詞","N1"
"乙","おつ","名詞","N1"
"温和","おんわ","名詞","N1"
"音色","ねいろ","名詞","N1"
"下火","したび","名詞","N1"
"下取り","したどり","名詞","N1"
"下心","したごころ","名詞","N1"
"下地","したじ","名詞","N1"
"下調べ","したしらべ","名詞","N1"
"下痢","げり","名詞","N1"
"化ける","ばける","動詞","N1"
"化合","かごう","名詞","N1"
"化石","かせき","名詞","N1"
"化繊","かせん","名詞","N1"
"仮に","かりに","副詞","N1"
"何だか","なんだか","副詞","N1"
"何だ彼んだ","なんだかんだ","感動詞","N1"
"何より","なにより","副詞","N1"
"何気無い","なにげない","形容詞","N1"
"加入","かにゅう","名詞","N1"
"加味","かみ","名詞","N1"
"家計","かけい","名詞","N1"
"家出","いえで","名詞","N1"
"家畜","かちく","名詞","N1"
"家来","けらい","名詞","N1"
"果たす","はたす","動詞","N1"
"果て","はて","名詞","N1"
"果てる","はてる","動詞","N1"
"火花","ひばな","名詞","N1"
"火星","かせい","名詞","N1"
"火燵","こたつ","名詞","N1"
"箇条書き","かじょうがき","名詞","N1"
"花びら","はなびら","名詞","N1"
"花壇","かだん","名詞","N1"
"花粉","かふん","名詞","N1"
"荷","に","名詞","N1"
"荷造り","にづくり","名詞","N1"
"華やか","はなやか","名詞","N1"
"華華しい","はなばなしい","形容詞","N1"
"華奢","きゃしゃ","名詞","N1"
"課外","かがい","名詞","N1"
"貨幣","かへい","名詞","N1"
"過疎","かそ","名詞","N1"
"過密","かみつ","名詞","N1"
"過労","かろう","名詞","N1"
"霞む","かすむ","動詞","N1"
"俄","にわか","名詞","N1"
"画期","かっき","名詞","N1"
"介護","かいご","名詞","N1"
"介入","かいにゅう","名詞","N1"
"介抱","かいほう","名詞","N1"
"会談","かいだん","名詞","N1"
"解除","かいじょ","名詞","N1"
"解剖","かいぼう","名詞","N1"
"回送","かいそう","名詞","N1"
"回覧","かいらん","名詞","N1"
"回路","かいろ","名詞","N1"
"快い","こころよい","形容詞","N1"
"怪獣","かいじゅう","名詞","N1"
"懐く","なつく","動詞","N1"
"改まる","あらたまる","動詞","N1"
"改悪","かいあく","名詞","N1"
"改革","かいかく","名詞","N1"
"改修","かいしゅう","名詞","N1"
"改定","かいてい","名詞","N1"
"改訂","かいてい","名詞","N1"
"改良","かいりょう","名詞","N1"
"海運","かいうん","名詞","N1"
"海峡","かいきょう","名詞","N1"
"海抜","かいばつ","名詞","N1"
"海流","かいりゅう","名詞","N1"
"海路","かいろ","名詞","N1"
"開拓","かいたく","名詞","N1"
"開発","かいはつ","名詞","N1"
"階級","かいきゅう","名詞","N1"
"階層","かいそう","名詞","N1"
"貝殻","かいがら","名詞","N1"
"外貨","がいか","名詞","N1"
"外観","がいかん","名詞","N1"
"外相","がいしょう","名詞","N1"
"外方","そっぽ","名詞","N1"
"外来","がいらい","名詞","N1"
"害する","がいする","動詞","N1"
"崖·厓","がけ","名詞","N1"
"概説","がいせつ","名詞","N1"
"概念","がいねん","名詞","N1"
"概略","がいりゃく","名詞","N1"
"街頭","がいとう","名詞","N1"
"街道","かいどう","名詞","N1"
"該当","がいとう","名詞","N1"
"各種","かくしゅ","名詞","N1"
"拡散","かくさん","名詞","N1"
"格","かく","名詞","N1"
"格差","かくさ","名詞","N1"
"格別","かくべつ","名詞","N1"
"核","かく","名詞","N1"
"獲得","かくとく","名詞","N1"
"獲物","えもの","名詞","N1"
"確信","かくしん","名詞","N1"
"確定","かくてい","名詞","N1"
"確立","かくりつ","名詞","N1"
"覚え","おぼえ","動詞","N1"
"隔週","かくしゅう","名詞","N1"
"革新","かくしん","名詞","N1"
"革命","かくめい","名詞","N1"
"学芸","がくげい","名詞","N1"
"学士","がくし","名詞","N1"
"学説","がくせつ","名詞","N1"
"学歴","がくれき","名詞","N1"
"楽観","らっかん","名詞","N1"
"楽譜","がくふ","名詞","N1"
"掛け","かけ","動詞","N1"
"割り込む","わりこむ","動詞","N1"
"割り当て","わりあて","名詞","N1"
"活発","かっぱつ","名詞","N1"
"滑らか","なめらか","名詞","N1"
"滑稽","こっけい","名詞","N1"
"叶える","かなえる","動詞","N1"
"株式","かぶしき","名詞","N1"
"粥","かゆ","名詞","N1"
"寒け","さむけ","形容詞","N1"
"刊行","かんこう","名詞","N1"
"勘","かん","名詞","N1"
"勘定","かんじょう","名詞","N1"
"勘弁","かんべん","名詞","N1"
"勧告","かんこく","名詞","N1"
"勧誘","かんゆう","名詞","N1"
"堪える","たえる","動詞","N1"
"完璧","かんぺき","名詞","N1"
"官","かん","名詞","N1"
"官僚","かんりょう","名詞","N1"
"寛容","かんよう","名詞","N1"
"干し","ほし","接頭詞","N1"
"干し物","ほしもの","名詞","N1"
"干渉","かんしょう","名詞","N1"
"幹","みき","名詞","N1"
"幹線","かんせん","名詞","N1"
"幹部","かんぶ","名詞","N1"
"感触","かんしょく","名詞","N1"
"感染","かんせん","名詞","N1"
"感度","かんど","名詞","N1"
"感無量","かんむりょう","名詞","N1"
"慣らす","ならす","動詞","N1"
"慣れ","なれ","動詞","N1"
"慣行","かんこう","名詞","N1"
"慣習","かんしゅう","名詞","N1"
"慣例","かんれい","名詞","N1"
"換算","かんさん","名詞","N1"
"敢えて","あえて","副詞","N1"
"歓声","かんせい","名詞","N1"
"漢語","かんご","名詞","N1"
"甘える","あまえる","動詞","N1"
"甘口","あまくち","名詞","N1"
"看護","かんご","名詞","N1"
"竿","さお","名詞","N1"
"簡易","かんい","名詞","N1"
"簡潔","かんけつ","名詞","N1"
"簡素","かんそ","名詞","N1"
"緩む","ゆるむ","動詞","N1"
"緩める","ゆるめる","動詞","N1"
"緩やか","ゆるやか","名詞","N1"
"緩和","かんわ","名詞","N1"
"肝心","かんじん","名詞","N1"
"観","かん","名詞","N1"
"観衆","かんしゅう","名詞","N1"
"観点","かんてん","名詞","N1"
"観覧","かんらん","名詞","N1"
"貫く","つらぬく","動詞","N1"
"貫禄","かんろく","名詞","N1"
"還元","かんげん","名詞","N1"
"還暦","かんれき","名詞","N1"
"間隔","かんかく","名詞","N1"
"間柄","あいだがら","名詞","N1"
"関税","かんぜい","名詞","N1"
"関与·干与","かんよ","名詞","N1"
"丸ごと","まるごと","副詞","N1"
"丸っ切り","まるっきり","形容詞","N1"
"丸める","まるめる","動詞","N1"
"丸丸","まるまる","副詞","N1"
"眼科","がんか","名詞","N1"
"眼球","がんきゅう","名詞","N1"
"岩石","がんせき","名詞","N1"
"頑固","がんこ","名詞","N1"
"頑丈","がんじょう","名詞","N1"
"願書","がんしょ","名詞","N1"
"企画","きかく","名詞","N1"
"危ぶむ","あやぶむ","動詞","N1"
"危害","きがい","名詞","N1"
"喜劇","きげき","名詞","N1"
"器械","きかい","名詞","N1"
"器官","きかん","名詞","N1"
"基金","ききん","名詞","N1"
"寄り","より","名詞","N1"
"寄り掛かる","よりかかる","動詞","N1"
"寄贈","きぞう","名詞","N1"
"寄与","きよ","名詞","N1"
"幾多","いくた","副詞","N1"
"既婚","きこん","名詞","N1"
"期日","きじつ","名詞","N1"
"期末","きまつ","名詞","N1"
"棄権","きけん","名詞","N1"
"機構","きこう","名詞","N1"
"帰京","ききょう","名詞","N1"
"気だて","きだて","名詞","N1"
"気まぐれ","きまぐれ","名詞","N1"
"気軽","きがる","名詞","N1"
"気兼ね","きがね","名詞","N1"
"気質","きしつ","名詞","N1"
"気象","きしょう","名詞","N1"
"気障","きざ","名詞","N1"
"気触れる","かぶれる","名詞","N1"
"気品","きひん","名詞","N1"
"気風","きふう","名詞","N1"
"気流","きりゅう","名詞","N1"
"汽船","きせん","名詞","N1"
"祈り","いのり","名詞","N1"
"季刊","きかん","名詞","N1"
"規格","きかく","名詞","N1"
"規定","きてい","名詞","N1"
"規範","きはん","名詞","N1"
"規約","きやく","名詞","N1"
"記す","しるす","動詞","N1"
"記載","きさい","名詞","N1"
"記述","きじゅつ","名詞","N1"
"記名","きめい","名詞","N1"
"貴族","きぞく","名詞","N1"
"起源·起原","きげん","名詞","N1"
"起点","きてん","名詞","N1"
"起伏","きふく","名詞","N1"
"軌道","きどう","名詞","N1"
"偽造","ぎぞう","名詞","N1"
"偽物","にせもの","名詞","N1"
"戯曲","ぎきょく","名詞","N1"
"技","わざ","名詞","N1"
"技能","ぎのう","名詞","N1"
"欺く","あざむく","動詞","N1"
"犠牲","ぎせい","名詞","N1"
"疑惑","ぎわく","名詞","N1"
"義理","ぎり","名詞","N1"
"議案","ぎあん","名詞","N1"
"議決","ぎけつ","名詞","N1"
"議事堂","ぎじどう","名詞","N1"
"議題","ぎだい","名詞","N1"
"掬う·抄う","すくう","名詞","N1"
"詰る","なじる","動詞","N1"
"客観","きゃっかん","名詞","N1"
"脚色","きゃくしょく","名詞","N1"
"脚本","きゃくほん","名詞","N1"
"逆転","ぎゃくてん","名詞","N1"
"逆立ち","さかだち","名詞","N1"
"丘陵","きゅうりょう","名詞","N1"
"久しい","ひさしい","形容詞","N1"
"休める","やすめる","動詞","N1"
"休学","きゅうがく","名詞","N1"
"休戦","きゅうせん","名詞","N1"
"及び","および","接続詞","N1"
"及ぶ","およぶ","動詞","N1"
"宮殿","きゅうでん","名詞","N1"
"弓","ゆみ","名詞","N1"
"急かす","せかす","動詞","N1"
"急速","きゅうそく","名詞","N1"
"救い","すくい","名詞","N1"
